contract_address,buyer,nft_address,token_id,price,tx_hash,block_number,block_hash,network,tx_index,log_index
0x02ffbbc4737d1bb94ce8e46c87a1fff1a0295530,0xea05b4b861751b3e3c2bf065ce71fc84532010af,0xaf70638d58bcf77e7f6665d8e7f227bc35d887df,2,10000000,0xa16e640618376a8fecbea0c1c4d3c393a3896556f8b31d9f16edaaa884c5a8b5,8831933,0x83fc85d64e64966db35b18f88d6b0e2388c9be909015c77d6ea88fe4301ff81c,sepolia
