contract_address,seller,nft_address,token_id,price,tx_hash,block_number,block_hash,network,tx_index,log_index
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,0,10000000,0x3df69f62bbf919b0ca26b917f52e43eb5dd38bb681adebb5e48ad03ffa650226,4,0x245332c7d8cd351ab2ffc83f38444912453e23e570c9575e3075f47604032aa1,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,1,10000000,0xa9607092576545799592628136b1e857c75910367f9258f65560be1600c18e34,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,2,10000000,0x24556b7418b30e82ac697e41f0580e59adcba91b72afa9ae11b2617990a9fc25,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,3,10000000,0x2af0f233493699b7bd8a14524f2cbef889b1718255930dd99de3536651995b09,8,0x2132ce3d3b7040b9b3fff066a0e2030fa309f45f790d408c0a58090b149e501c,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,0,10000000,0x3df69f62bbf919b0ca26b917f52e43eb5dd38bb681adebb5e48ad03ffa650226,4,0x245332c7d8cd351ab2ffc83f38444912453e23e570c9575e3075f47604032aa1,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,1,10000000,0xa9607092576545799592628136b1e857c75910367f9258f65560be1600c18e34,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,2,10000000,0x24556b7418b30e82ac697e41f0580e59adcba91b72afa9ae11b2617990a9fc25,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,3,10000000,0x2af0f233493699b7bd8a14524f2cbef889b1718255930dd99de3536651995b09,8,0x2132ce3d3b7040b9b3fff066a0e2030fa309f45f790d408c0a58090b149e501c,anvil
0x02ffbbc4737d1bb94ce8e46c87a1fff1a0295530,0xbcb6f9e45fc09c078dc4218c16741172f9c66c0c,0xaf70638d58bcf77e7f6665d8e7f227bc35d887df,0,10000000,0x9e6650a241bb475be1225c74f013ba5cd6475caa7ba1ac047d3b79d74c734eb3,8831504,0xa6c02b2538a53d38386f0e61e477de576bb0882222aa68badb56902b4bc126ac,sepolia
0x02ffbbc4737d1bb94ce8e46c87a1fff1a0295530,0xbcb6f9e45fc09c078dc4218c16741172f9c66c0c,0xaf70638d58bcf77e7f6665d8e7f227bc35d887df,1,10000000,0x66a75c3c067765282998b0f77fba85f62cfe3e2cc87be604e0849670c478b337,8831504,0xa6c02b2538a53d38386f0e61e477de576bb0882222aa68badb56902b4bc126ac,sepolia
0x02ffbbc4737d1bb94ce8e46c87a1fff1a0295530,0xbcb6f9e45fc09c078dc4218c16741172f9c66c0c,0xaf70638d58bcf77e7f6665d8e7f227bc35d887df,2,10000000,0x797a617551329029e3772a689c1dde879a8700b520c360692e96c4a84493d11d,8831504,0xa6c02b2538a53d38386f0e61e477de576bb0882222aa68badb56902b4bc126ac,sepolia
0x02ffbbc4737d1bb94ce8e46c87a1fff1a0295530,0xbcb6f9e45fc09c078dc4218c16741172f9c66c0c,0xaf70638d58bcf77e7f6665d8e7f227bc35d887df,3,10000000,0x3677ee39fe2ce6d7dc8acfde40284d7239a5bedf193fd6d5e6b243325ac075e9,8831504,0xa6c02b2538a53d38386f0e61e477de576bb0882222aa68badb56902b4bc126ac,sepolia
0x02ffbbc4737d1bb94ce8e46c87a1fff1a0295530,0xea05b4b861751b3e3c2bf065ce71fc84532010af,0xaf70638d58bcf77e7f6665d8e7f227bc35d887df,2,10000000,0x3c7fe3a6976078989edcca22987b2978b8e1e636627c998b514718de83270a45,8831943,0xf2b2cd99c298564dbd822366c992db6d95ce0d8108a3cdd3396a638aeab6bf48,sepolia
